"V1" "V2"
"1" 8234506.60147283 8234506.60147283
"2" 13267600.6521028 11161074.995744
"3" 17717837.1842996 16914399.9957447
"4" 23532894.5260569 20819819.995043
"5" 30465697.2319843 23290701.8305073
"6" 38145587.0904071 24969136.3938496
"7" 46112957.4406748 25676959.2885071
"8" 53827004.7552848 26378336.0989699
"9" 60835632.2997452 26610745.5107462
"10" 66561077.2012904 26842480.2777269
"11" 70958355.7110969 26842480.2777269
