0.00000	0.00000	0.00000	0.00000	0.01887	0.01887	0.00000	0.03774	0.00000	0.00000	0.00000	0.01887	0.00000	0.00000	0.01887	0.03774	0.03774	0.07547	0.01887	0.01887	0.00000	0.01887	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.01754	0.01754	0.00000	0.03509	0.00000	0.00000	0.00000	0.01754	0.00000	0.00000	0.01754	0.03509	0.03509	0.07018	0.01754	0.01754	0.00000	0.01754	0.00000	0.00000
0.01613	0.00000	0.00000	0.00000	0.00000	0.00000	0.01613	0.01613	0.00000	0.03226	0.00000	0.00000	0.00000	0.01613	0.00000	0.00000	0.01613	0.03226	0.03226	0.06452	0.01613	0.01613	0.00000	0.01613	0.00000
0.04545	0.01515	0.00000	0.00000	0.00000	0.00000	0.00000	0.01515	0.01515	0.00000	0.03030	0.00000	0.00000	0.00000	0.01515	0.00000	0.00000	0.01515	0.03030	0.03030	0.06061	0.01515	0.01515	0.00000	0.01515
0.01449	0.04348	0.01449	0.00000	0.00000	0.00000	0.00000	0.00000	0.01449	0.01449	0.00000	0.02899	0.00000	0.00000	0.00000	0.01449	0.00000	0.00000	0.01449	0.02899	0.02899	0.05797	0.01449	0.01449	0.01449
0.01449	0.01449	0.04348	0.01449	0.00000	0.00000	0.00000	0.00000	0.00000	0.01449	0.01449	0.00000	0.02899	0.00000	0.00000	0.00000	0.01449	0.00000	0.00000	0.01449	0.02899	0.02899	0.04348	0.01449	0.02899
0.01429	0.01429	0.01429	0.04286	0.01429	0.00000	0.00000	0.00000	0.00000	0.00000	0.01429	0.01429	0.00000	0.02857	0.00000	0.00000	0.00000	0.01429	0.00000	0.00000	0.01429	0.02857	0.02857	0.04286	0.04286
0.03846	0.01282	0.01282	0.01282	0.03846	0.01282	0.00000	0.00000	0.00000	0.00000	0.00000	0.01282	0.01282	0.00000	0.02564	0.00000	0.00000	0.00000	0.01282	0.00000	0.00000	0.01282	0.02564	0.02564	0.07692
0.00000	0.03896	0.01299	0.01299	0.01299	0.03896	0.01299	0.00000	0.00000	0.00000	0.00000	0.00000	0.01299	0.01299	0.00000	0.02597	0.00000	0.00000	0.00000	0.01299	0.00000	0.00000	0.01299	0.02597	0.09091
0.00000	0.00000	0.03896	0.01299	0.01299	0.01299	0.03896	0.01299	0.00000	0.00000	0.00000	0.00000	0.00000	0.01299	0.01299	0.00000	0.02597	0.00000	0.00000	0.00000	0.01299	0.00000	0.00000	0.01299	0.10390
0.02532	0.00000	0.00000	0.03797	0.01266	0.01266	0.01266	0.03797	0.01266	0.00000	0.00000	0.00000	0.00000	0.00000	0.01266	0.01266	0.00000	0.02532	0.00000	0.00000	0.00000	0.01266	0.00000	0.00000	0.11392
0.00000	0.02564	0.00000	0.00000	0.03846	0.01282	0.01282	0.01282	0.03846	0.01282	0.00000	0.00000	0.00000	0.00000	0.00000	0.01282	0.01282	0.00000	0.02564	0.00000	0.00000	0.00000	0.01282	0.00000	0.10256
0.00000	0.00000	0.02632	0.00000	0.00000	0.03947	0.00000	0.01316	0.01316	0.03947	0.01316	0.00000	0.00000	0.00000	0.00000	0.00000	0.01316	0.01316	0.00000	0.02632	0.00000	0.00000	0.00000	0.01316	0.10526
0.00000	0.00000	0.00000	0.02740	0.00000	0.00000	0.04110	0.00000	0.01370	0.01370	0.04110	0.01370	0.00000	0.00000	0.00000	0.00000	0.00000	0.01370	0.01370	0.00000	0.02740	0.00000	0.00000	0.00000	0.10959
