Male Female
22	22
96	97
133	126
182	152
241	175
310	194
382	210
454	224
520	234
577	243
622	250
657	255
683	259
702	263
715	265
724	267
731	269
735	270
738	271
740	272
741	273
742	273
743	274
743	274
743	274
