"V1" "V2"
"1" 9854308.57319112 9854308.57319112
"2" 17838790.7927432 15006487.3892357
"3" 23822302.0965373 22742050.4144467
"4" 31640866.5896563 27993035.2874528
"5" 40962281.992584 31315229.3519426
"6" 51288184.3232364 33571948.0925709
"7" 62000615.0462854 34523642.7408499
"8" 72372443.3684501 35466670.3851696
"9" 81795808.1341113 35779153.6278941
"10" 89493885.3126594 36090729.7851791
"11" 95406192.5527353 36090729.7851791
