0.00000	0.00000	0.00000	0.00000	0.00000	0.01887	0.00000	0.01887	0.01887	0.01887	0.01887	0.00000	0.01887	0.03774	0.03774	0.01887	0.00000	0.00000	0.01887	0.00000	0.03774	0.03774	0.01887	0.00000	0.35849
0.07018	0.00000	0.00000	0.00000	0.00000	0.00000	0.01754	0.00000	0.01754	0.01754	0.01754	0.01754	0.00000	0.01754	0.03509	0.03509	0.01754	0.00000	0.00000	0.01754	0.00000	0.03509	0.03509	0.01754	0.33333
0.06452	0.06452	0.00000	0.00000	0.00000	0.00000	0.00000	0.01613	0.00000	0.01613	0.01613	0.01613	0.01613	0.00000	0.01613	0.03226	0.03226	0.01613	0.00000	0.00000	0.01613	0.00000	0.03226	0.03226	0.32258
0.01515	0.06061	0.06061	0.00000	0.00000	0.00000	0.00000	0.00000	0.01515	0.00000	0.01515	0.01515	0.01515	0.01515	0.00000	0.01515	0.03030	0.03030	0.01515	0.00000	0.00000	0.01515	0.00000	0.03030	0.33333
0.02899	0.01449	0.05797	0.05797	0.00000	0.00000	0.00000	0.00000	0.00000	0.01449	0.00000	0.01449	0.01449	0.01449	0.01449	0.00000	0.01449	0.02899	0.02899	0.01449	0.00000	0.00000	0.01449	0.00000	0.34783
0.00000	0.02899	0.01449	0.05797	0.05797	0.00000	0.00000	0.00000	0.00000	0.00000	0.01449	0.00000	0.01449	0.01449	0.01449	0.01449	0.00000	0.01449	0.02899	0.02899	0.01449	0.00000	0.00000	0.01449	0.34783
0.00000	0.00000	0.02857	0.01429	0.05714	0.05714	0.00000	0.00000	0.00000	0.00000	0.00000	0.01429	0.00000	0.01429	0.01429	0.01429	0.01429	0.00000	0.01429	0.02857	0.02857	0.01429	0.00000	0.00000	0.35714
0.06410	0.00000	0.00000	0.02564	0.01282	0.05128	0.05128	0.00000	0.00000	0.00000	0.00000	0.00000	0.01282	0.00000	0.01282	0.01282	0.01282	0.01282	0.00000	0.01282	0.02564	0.02564	0.01282	0.00000	0.32051
0.00000	0.06494	0.00000	0.00000	0.02597	0.01299	0.05195	0.05195	0.00000	0.00000	0.00000	0.00000	0.00000	0.01299	0.00000	0.01299	0.01299	0.01299	0.01299	0.00000	0.01299	0.02597	0.02597	0.01299	0.32468
0.01299	0.00000	0.06494	0.00000	0.00000	0.02597	0.01299	0.05195	0.05195	0.00000	0.00000	0.00000	0.00000	0.00000	0.01299	0.00000	0.01299	0.01299	0.01299	0.01299	0.00000	0.01299	0.02597	0.02597	0.33766
0.00000	0.01266	0.00000	0.06329	0.00000	0.00000	0.02532	0.01266	0.05063	0.05063	0.00000	0.00000	0.00000	0.00000	0.00000	0.01266	0.00000	0.01266	0.01266	0.01266	0.01266	0.00000	0.01266	0.02532	0.35443
0.01282	0.00000	0.01282	0.00000	0.06410	0.00000	0.00000	0.02564	0.01282	0.05128	0.03846	0.00000	0.00000	0.00000	0.00000	0.00000	0.01282	0.00000	0.01282	0.01282	0.01282	0.01282	0.00000	0.01282	0.38462
0.00000	0.01316	0.00000	0.01316	0.00000	0.06579	0.00000	0.00000	0.02632	0.01316	0.05263	0.03947	0.00000	0.00000	0.00000	0.00000	0.00000	0.01316	0.00000	0.01316	0.01316	0.01316	0.01316	0.00000	0.39474
0.00000	0.00000	0.01370	0.00000	0.01370	0.00000	0.06849	0.00000	0.00000	0.02740	0.01370	0.05479	0.04110	0.00000	0.00000	0.00000	0.00000	0.00000	0.01370	0.00000	0.01370	0.01370	0.01370	0.01370	0.38356
0.01370	0.00000	0.00000	0.01370	0.00000	0.01370	0.00000	0.06849	0.00000	0.00000	0.02740	0.01370	0.05479	0.04110	0.00000	0.00000	0.00000	0.00000	0.00000	0.01370	0.00000	0.01370	0.01370	0.01370	0.38356
0.04000	0.01333	0.00000	0.00000	0.01333	0.00000	0.01333	0.00000	0.06667	0.00000	0.00000	0.02667	0.01333	0.05333	0.04000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01333	0.00000	0.01333	0.01333	0.37333
0.03704	0.03704	0.01235	0.00000	0.00000	0.01235	0.00000	0.01235	0.00000	0.06173	0.00000	0.00000	0.02469	0.01235	0.04938	0.03704	0.00000	0.00000	0.00000	0.00000	0.00000	0.01235	0.00000	0.01235	0.34568
0.02410	0.03614	0.03614	0.01205	0.00000	0.00000	0.01205	0.00000	0.01205	0.00000	0.06024	0.00000	0.00000	0.02410	0.01205	0.04819	0.03614	0.00000	0.00000	0.00000	0.00000	0.00000	0.01205	0.00000	0.33735
0.00000	0.02410	0.03614	0.03614	0.01205	0.00000	0.00000	0.01205	0.00000	0.01205	0.00000	0.06024	0.00000	0.00000	0.02410	0.01205	0.04819	0.03614	0.00000	0.00000	0.00000	0.00000	0.00000	0.01205	0.33735
0.00000	0.00000	0.02353	0.03529	0.03529	0.01176	0.00000	0.00000	0.01176	0.00000	0.01176	0.00000	0.05882	0.00000	0.00000	0.02353	0.01176	0.04706	0.03529	0.00000	0.00000	0.00000	0.00000	0.00000	0.34118
0.02326	0.00000	0.00000	0.02326	0.03488	0.03488	0.01163	0.00000	0.00000	0.01163	0.00000	0.01163	0.00000	0.05814	0.00000	0.00000	0.02326	0.01163	0.04651	0.03488	0.00000	0.00000	0.00000	0.00000	0.32558
0.01099	0.02198	0.00000	0.00000	0.02198	0.03297	0.03297	0.01099	0.00000	0.00000	0.01099	0.00000	0.01099	0.00000	0.05495	0.00000	0.00000	0.02198	0.01099	0.04396	0.03297	0.00000	0.00000	0.00000	0.30769
0.00000	0.01111	0.02222	0.00000	0.00000	0.02222	0.03333	0.03333	0.01111	0.00000	0.00000	0.01111	0.00000	0.01111	0.00000	0.05556	0.00000	0.00000	0.02222	0.01111	0.04444	0.03333	0.00000	0.00000	0.31111
0.02083	0.00000	0.01042	0.02083	0.00000	0.00000	0.02083	0.03125	0.03125	0.01042	0.00000	0.00000	0.01042	0.00000	0.01042	0.00000	0.05208	0.00000	0.00000	0.02083	0.01042	0.04167	0.03125	0.00000	0.29167
0.02083	0.02083	0.00000	0.01042	0.02083	0.00000	0.00000	0.02083	0.02083	0.03125	0.01042	0.00000	0.00000	0.01042	0.00000	0.01042	0.00000	0.05208	0.00000	0.00000	0.02083	0.01042	0.04167	0.03125	0.29167
0.04082	0.02041	0.02041	0.00000	0.01020	0.02041	0.00000	0.00000	0.02041	0.02041	0.03061	0.00000	0.00000	0.00000	0.01020	0.00000	0.01020	0.00000	0.05102	0.00000	0.00000	0.02041	0.01020	0.04082	0.30612
0.01031	0.04124	0.02062	0.02062	0.00000	0.01031	0.02062	0.00000	0.00000	0.02062	0.02062	0.03093	0.00000	0.00000	0.00000	0.01031	0.00000	0.01031	0.00000	0.05155	0.00000	0.00000	0.02062	0.01031	0.32990
0.00000	0.01087	0.04348	0.02174	0.02174	0.00000	0.01087	0.02174	0.00000	0.00000	0.02174	0.02174	0.03261	0.00000	0.00000	0.00000	0.01087	0.00000	0.01087	0.00000	0.05435	0.00000	0.00000	0.02174	0.31522
0.01124	0.00000	0.01124	0.04494	0.02247	0.02247	0.00000	0.01124	0.02247	0.00000	0.00000	0.02247	0.02247	0.03371	0.00000	0.00000	0.00000	0.01124	0.00000	0.01124	0.00000	0.05618	0.00000	0.00000	0.33708
0.01176	0.01176	0.00000	0.01176	0.03529	0.02353	0.02353	0.00000	0.01176	0.02353	0.00000	0.00000	0.02353	0.02353	0.03529	0.00000	0.00000	0.00000	0.00000	0.00000	0.01176	0.00000	0.05882	0.00000	0.34118
0.00000	0.01220	0.01220	0.00000	0.01220	0.03659	0.02439	0.02439	0.00000	0.01220	0.02439	0.00000	0.00000	0.02439	0.02439	0.03659	0.00000	0.00000	0.00000	0.00000	0.00000	0.01220	0.00000	0.06098	0.31707
0.01235	0.00000	0.01235	0.01235	0.00000	0.01235	0.03704	0.02469	0.02469	0.00000	0.01235	0.02469	0.00000	0.00000	0.02469	0.02469	0.03704	0.00000	0.00000	0.00000	0.00000	0.00000	0.01235	0.00000	0.37037
0.00000	0.01205	0.00000	0.01205	0.01205	0.00000	0.01205	0.03614	0.02410	0.02410	0.00000	0.01205	0.02410	0.00000	0.00000	0.02410	0.02410	0.03614	0.00000	0.00000	0.00000	0.00000	0.00000	0.01205	0.36145
0.01176	0.00000	0.01176	0.00000	0.01176	0.01176	0.00000	0.01176	0.03529	0.02353	0.02353	0.00000	0.01176	0.02353	0.00000	0.00000	0.02353	0.02353	0.03529	0.00000	0.00000	0.00000	0.00000	0.00000	0.34118
0.01149	0.01149	0.00000	0.01149	0.00000	0.01149	0.01149	0.00000	0.01149	0.03448	0.02299	0.02299	0.00000	0.01149	0.02299	0.00000	0.00000	0.02299	0.02299	0.03448	0.00000	0.00000	0.00000	0.00000	0.32184
0.01111	0.01111	0.01111	0.00000	0.01111	0.00000	0.01111	0.01111	0.00000	0.01111	0.03333	0.02222	0.02222	0.00000	0.01111	0.02222	0.00000	0.00000	0.02222	0.02222	0.03333	0.00000	0.00000	0.00000	0.31111
0.00000	0.01124	0.01124	0.01124	0.00000	0.01124	0.00000	0.01124	0.01124	0.00000	0.01124	0.03371	0.02247	0.02247	0.00000	0.01124	0.02247	0.00000	0.00000	0.02247	0.02247	0.03371	0.00000	0.00000	0.30337
0.01149	0.00000	0.01149	0.01149	0.01149	0.00000	0.01149	0.00000	0.01149	0.01149	0.00000	0.01149	0.03448	0.01149	0.02299	0.00000	0.01149	0.02299	0.00000	0.00000	0.02299	0.02299	0.03448	0.00000	0.29885
0.02273	0.01136	0.00000	0.01136	0.01136	0.01136	0.00000	0.01136	0.00000	0.01136	0.01136	0.00000	0.01136	0.03409	0.01136	0.02273	0.00000	0.01136	0.02273	0.00000	0.00000	0.02273	0.02273	0.03409	0.29545
0.03448	0.01149	0.01149	0.00000	0.01149	0.01149	0.01149	0.00000	0.01149	0.00000	0.01149	0.01149	0.00000	0.01149	0.03448	0.01149	0.02299	0.00000	0.01149	0.02299	0.00000	0.00000	0.02299	0.02299	0.28736
0.02222	0.03333	0.01111	0.01111	0.00000	0.01111	0.01111	0.01111	0.00000	0.01111	0.00000	0.01111	0.01111	0.00000	0.01111	0.03333	0.01111	0.02222	0.00000	0.01111	0.02222	0.00000	0.00000	0.02222	0.30000
0.01149	0.02299	0.03448	0.01149	0.01149	0.00000	0.01149	0.01149	0.01149	0.00000	0.01149	0.00000	0.01149	0.01149	0.00000	0.01149	0.03448	0.01149	0.02299	0.00000	0.01149	0.02299	0.00000	0.00000	0.31034
0.01124	0.01124	0.02247	0.03371	0.01124	0.01124	0.00000	0.01124	0.01124	0.01124	0.00000	0.01124	0.00000	0.01124	0.01124	0.00000	0.01124	0.03371	0.01124	0.02247	0.00000	0.01124	0.02247	0.00000	0.30337
