#day	0	1	2	3	4
1	26	50	71	84	92
2	26	50	71	84	92
3	26	50	71	84	92
4	26	50	71	84	92
5	26	50	71	84	92
6	26	50	71	84	92
7	26	50	71	84	92
8	26	50	71	84	92
9	26	50	71	84	92
10	26	50	71	84	92
11	26	50	71	84	92
12	26	50	71	84	92
13	26	50	71	84	92
14	26	50	71	84	92
15	26	50	71	84	92
16	26	50	71	84	92
17	26	50	71	84	92
18	26	50	71	84	92
19	26	50	71	84	92
20	26	50	71	84	92
21	26	50	71	84	92
22	26	50	71	84	92
23	26	50	71	84	92
24	26	50	71	84	92
25	26	50	71	84	92
26	26	50	71	84	92
27	26	50	71	84	92
28	26	50	71	84	92
29	26	50	71	84	92
30	26	50	71	84	92
31	32	50	71	84	92
32	32	50	71	84	92
33	32	50	71	84	92
34	32	50	71	84	92
35	32	50	71	84	92
36	32	50	71	84	92
37	32	50	71	84	92
38	32	50	71	84	92
39	32	50	71	84	92
40	32	50	71	84	92
41	32	50	71	84	92
42	32	50	71	84	92
43	32	50	71	84	92
44	32	50	71	84	92
45	32	50	71	84	92
46	32	50	71	84	92
47	32	50	71	84	92
48	32	50	71	84	92
49	32	50	71	84	92
50	32	50	71	84	92
51	32	50	71	84	92
52	32	50	71	84	92
53	32	50	71	84	92
54	32	50	71	84	92
55	32	50	71	84	92
56	32	50	71	84	92
57	32	50	71	84	92
58	32	50	71	84	92
59	32	50	71	84	92
60	32	50	71	84	92
61	40	50	71	84	92
62	40	50	71	84	92
63	40	50	71	84	92
64	40	50	71	84	92
65	40	50	71	84	92
66	40	50	71	84	92
67	40	50	71	84	92
68	40	50	71	84	92
69	40	50	71	84	92
70	40	50	71	84	92
71	40	50	71	84	92
72	40	50	71	84	92
73	40	50	71	84	92
74	40	50	71	84	92
75	40	50	71	84	92
76	40	50	71	84	92
77	40	50	71	84	92
78	40	50	71	84	92
79	40	50	71	84	92
80	40	50	71	84	92
81	40	50	71	84	92
82	40	50	71	84	92
83	40	50	71	84	92
84	40	50	71	84	92
85	40	50	71	84	92
86	40	50	71	84	92
87	40	50	71	84	92
88	40	50	71	84	92
89	40	50	71	84	92
90	40	50	71	84	92
91	40	50	71	84	92
92	9	50	71	84	92
93	9	50	71	84	92
94	9	50	71	84	92
95	9	50	71	84	92
96	9	50	71	84	92
97	9	50	71	84	92
98	9	50	71	84	92
99	9	50	71	84	92
100	9	50	71	84	92
101	9	50	71	84	92
102	9	50	71	84	92
103	9	50	71	84	92
104	9	50	71	84	92
105	9	50	71	84	92
106	9	50	71	84	92
107	9	50	71	84	92
108	9	50	71	84	92
109	9	50	71	84	92
110	9	50	71	84	92
111	9	50	71	84	92
112	9	50	71	84	92
113	9	50	71	84	92
114	9	50	71	84	92
115	9	50	71	84	92
116	9	50	71	84	92
117	9	50	71	84	92
118	9	50	71	84	92
119	9	50	71	84	92
120	9	50	71	84	92
121	9	50	71	84	92
122	9	50	71	84	92
123	9	50	71	84	92
124	9	50	71	84	92
125	9	50	71	84	92
126	9	50	71	84	92
127	9	50	71	84	92
128	9	50	71	84	92
129	9	50	71	84	92
130	9	50	71	84	92
131	9	50	71	84	92
132	9	50	71	84	92
133	9	50	71	84	92
134	9	50	71	84	92
135	9	50	71	84	92
136	9	50	71	84	92
137	9	50	71	84	92
138	9	50	71	84	92
139	9	50	71	84	92
140	9	50	71	84	92
141	9	50	71	84	92
142	9	50	71	84	92
143	9	50	71	84	92
144	9	50	71	84	92
145	9	50	71	84	92
146	9	50	71	84	92
147	9	50	71	84	92
148	9	50	71	84	92
149	9	50	71	84	92
150	9	50	71	84	92
151	9	50	71	84	92
152	9	50	71	84	92
153	9	50	71	84	92
154	9	50	71	84	92
155	9	50	71	84	92
156	9	50	71	84	92
157	9	50	71	84	92
158	9	50	71	84	92
159	9	50	71	84	92
160	9	50	71	84	92
161	9	50	71	84	92
162	9	50	71	84	92
163	9	50	71	84	92
164	9	50	71	84	92
165	9	50	71	84	92
166	9	50	71	84	92
167	9	50	71	84	92
168	9	50	71	84	92
169	9	50	71	84	92
170	9	50	71	84	92
171	9	50	71	84	92
172	9	50	71	84	92
173	9	50	71	84	92
174	9	50	71	84	92
175	9	50	71	84	92
176	9	50	71	84	92
177	9	50	71	84	92
178	9	50	71	84	92
179	9	50	71	84	92
180	9	50	71	84	92
181	9	50	71	84	92
182	9	50	71	84	92
183	9	50	71	84	92
184	9	50	71	84	92
185	9	50	71	84	92
186	9	50	71	84	92
187	9	50	71	84	92
188	9	50	71	84	92
189	9	50	71	84	92
190	9	50	71	84	92
191	9	50	71	84	92
192	9	50	71	84	92
193	9	50	71	84	92
194	9	50	71	84	92
195	9	50	71	84	92
196	9	50	71	84	92
197	9	50	71	84	92
198	9	50	71	84	92
199	9	50	71	84	92
200	9	50	71	84	92
201	9	50	71	84	92
202	9	50	71	84	92
203	9	50	71	84	92
204	9	50	71	84	92
205	9	50	71	84	92
206	9	50	71	84	92
207	9	50	71	84	92
208	9	50	71	84	92
209	9	50	71	84	92
210	9	50	71	84	92
211	9	50	71	84	92
212	9	50	71	84	92
213	9	50	71	84	92
214	14	50	71	84	92
215	14	50	71	84	92
216	14	50	71	84	92
217	14	50	71	84	92
218	14	50	71	84	92
219	14	50	71	84	92
220	14	50	71	84	92
221	14	50	71	84	92
222	14	50	71	84	92
223	14	50	71	84	92
224	14	50	71	84	92
225	14	50	71	84	92
226	14	50	71	84	92
227	14	50	71	84	92
228	14	50	71	84	92
229	14	50	71	84	92
230	14	50	71	84	92
231	14	50	71	84	92
232	14	50	71	84	92
233	14	50	71	84	92
234	14	50	71	84	92
235	14	50	71	84	92
236	14	50	71	84	92
237	14	50	71	84	92
238	14	50	71	84	92
239	14	50	71	84	92
240	14	50	71	84	92
241	14	50	71	84	92
242	14	50	71	84	92
243	14	50	71	84	92
244	14	50	71	84	92
245	14	50	71	84	92
246	14	50	71	84	92
247	14	50	71	84	92
248	14	50	71	84	92
249	14	50	71	84	92
250	14	50	71	84	92
251	14	50	71	84	92
252	14	50	71	84	92
253	14	50	71	84	92
254	14	50	71	84	92
255	14	50	71	84	92
256	14	50	71	84	92
257	14	50	71	84	92
258	14	50	71	84	92
259	14	50	71	84	92
260	14	50	71	84	92
261	14	50	71	84	92
262	14	50	71	84	92
263	14	50	71	84	92
264	14	50	71	84	92
265	14	50	71	84	92
266	14	50	71	84	92
267	14	50	71	84	92
268	14	50	71	84	92
269	14	50	71	84	92
270	14	50	71	84	92
271	14	50	71	84	92
272	14	50	71	84	92
273	14	50	71	84	92
274	14	50	71	84	92
275	17	50	71	84	92
276	17	50	71	84	92
277	17	50	71	84	92
278	17	50	71	84	92
279	17	50	71	84	92
280	17	50	71	84	92
281	17	50	71	84	92
282	17	50	71	84	92
283	17	50	71	84	92
284	17	50	71	84	92
285	17	50	71	84	92
286	17	50	71	84	92
287	17	50	71	84	92
288	17	50	71	84	92
289	17	50	71	84	92
290	17	50	71	84	92
291	17	50	71	84	92
292	17	50	71	84	92
293	17	50	71	84	92
294	17	50	71	84	92
295	17	50	71	84	92
296	17	50	71	84	92
297	17	50	71	84	92
298	17	50	71	84	92
299	17	50	71	84	92
300	17	50	71	84	92
301	17	50	71	84	92
302	17	50	71	84	92
303	17	50	71	84	92
304	17	50	71	84	92
305	17	50	71	84	92
306	22	50	71	84	92
