day HS  SSL CSL KW				
1	0.068	0.064	0.061	0.51
2	0.068	0.064	0.061	0.51
3	0.068	0.064	0.061	0.51
4	0.068	0.064	0.061	0.51
5	0.068	0.064	0.061	0.51
6	0.068	0.064	0.061	0.51
7	0.068	0.064	0.061	0.51
8	0.068	0.064	0.061	0.51
9	0.068	0.064	0.061	0.51
10	0.068	0.064	0.061	0.51
11	0.068	0.064	0.061	0.51
12	0.068	0.064	0.061	0.51
13	0.068	0.064	0.061	0.51
14	0.068	0.064	0.061	0.51
15	0.068	0.064	0.061	0.51
16	0.068	0.064	0.061	0.51
17	0.068	0.064	0.061	0.51
18	0.068	0.064	0.061	0.51
19	0.068	0.064	0.061	0.51
20	0.068	0.064	0.061	0.51
21	0.068	0.064	0.061	0.51
22	0.068	0.064	0.061	0.51
23	0.068	0.064	0.061	0.51
24	0.068	0.064	0.061	0.51
25	0.068	0.064	0.061	0.51
26	0.068	0.064	0.061	0.51
27	0.068	0.064	0.061	0.51
28	0.068	0.064	0.061	0.51
29	0.068	0.064	0.061	0.51
30	0.068	0.064	0.061	0.51
31	0.068	0.064	0.061	0.51
32	0.068	0.064	0.061	0.51
33	0.068	0.064	0.061	0.51
34	0.068	0.064	0.061	0.51
35	0.068	0.064	0.061	0.51
36	0.068	0.064	0.061	0.51
37	0.068	0.064	0.061	0.51
38	0.068	0.064	0.061	0.51
39	0.068	0.064	0.061	0.51
40	0.068	0.064	0.061	0.51
41	0.068	0.064	0.061	0.51
42	0.068	0.064	0.061	0.51
43	0.068	0.064	0.061	0.51
44	0.068	0.064	0.061	0.51
45	0.068	0.064	0.061	0.51
46	0.068	0.064	0.061	0.51
47	0.068	0.064	0.061	0.51
48	0.068	0.064	0.061	0.51
49	0.068	0.064	0.061	0.51
50	0.068	0.064	0.061	0.51
51	0.068	0.064	0.061	0.51
52	0.068	0.064	0.061	0.51
53	0.068	0.064	0.061	0.51
54	0.068	0.064	0.061	0.51
55	0.068	0.064	0.061	0.51
56	0.068	0.064	0.061	0.51
57	0.068	0.064	0.061	0.51
58	0.068	0.064	0.061	0.51
59	0.068	0.064	0.061	0.51
60	0.068	0.064	0.061	0.51
61	0.068	0.064	0.061	0.51
62	0.068	0.064	0.061	0.51
63	0.068	0.064	0.061	0.51
64	0.068	0.064	0.061	0.51
65	0.068	0.064	0.061	0.51
66	0.068	0.064	0.061	0.51
67	0.068	0.064	0.061	0.51
68	0.068	0.064	0.061	0.51
69	0.068	0.064	0.061	0.51
70	0.068	0.064	0.061	0.51
71	0.068	0.064	0.061	0.51
72	0.068	0.064	0.061	0.51
73	0.068	0.064	0.061	0.51
74	0.068	0.064	0.061	0.51
75	0.068	0.064	0.061	0.51
76	0.068	0.064	0.061	0.51
77	0.068	0.064	0.061	0.51
78	0.068	0.064	0.061	0.51
79	0.068	0.064	0.061	0.51
80	0.068	0.064	0.061	0.51
81	0.068	0.064	0.061	0.51
82	0.068	0.064	0.061	0.51
83	0.068	0.064	0.061	0.51
84	0.068	0.064	0.061	0.51
85	0.068	0.064	0.061	0.51
86	0.068	0.064	0.061	0.51
87	0.068	0.064	0.061	0.51
88	0.068	0.064	0.061	0.51
89	0.068	0.064	0.061	0.51
90	0.068	0.064	0.061	0.51
91	0.068	0.064	0.061	0.51
92	0.068	0.064	0.061	0.51
93	0.068	0.064	0.061	0.51
94	0.068	0.064	0.061	0.51
95	0.068	0.064	0.061	0.51
96	0.068	0.064	0.061	0.51
97	0.068	0.064	0.061	0.51
98	0.068	0.064	0.061	0.51
99	0.068	0.064	0.061	0.51
100	0.068	0.064	0.061	0.51
101	0.068	0.064	0.061	0.51
102	0.068	0.064	0.061	0.51
103	0.068	0.064	0.061	0.51
104	0.068	0.064	0.061	0.51
105	0.068	0.064	0.061	0.51
106	0.068	0.064	0.061	0.51
107	0.068	0.064	0.061	0.51
108	0.068	0.064	0.061	0.51
109	0.068	0.064	0.061	0.51
110	0.068	0.064	0.061	0.51
111	0.068	0.064	0.061	0.51
112	0.068	0.064	0.061	0.51
113	0.068	0.064	0.061	0.51
114	0.068	0.064	0.061	0.51
115	0.068	0.064	0.061	0.51
116	0.068	0.064	0.061	0.51
117	0.068	0.064	0.061	0.51
118	0.068	0.064	0.061	0.51
119	0.068	0.064	0.061	0.51
120	0.068	0.064	0.061	0.51
121	0.068	0.064	0.061	0.51
122	0.068	0.064	0.061	0.95
123	0.068	0.064	0.061	0.95
124	0.068	0.064	0.061	0.95
125	0.068	0.064	0.061	0.95
126	0.068	0.064	0.061	0.95
127	0.068	0.064	0.061	0.95
128	0.068	0.064	0.061	0.95
129	0.068	0.064	0.061	0.95
130	0.068	0.064	0.061	0.95
131	0.068	0.064	0.061	0.95
132	0.068	0.064	0.061	0.95
133	0.068	0.064	0.061	0.95
134	0.068	0.064	0.061	0.95
135	0.068	0.064	0.061	0.95
136	0.068	0.064	0.061	0.95
137	0.068	0.064	0.061	0.95
138	0.068	0.064	0.061	0.95
139	0.068	0.064	0.061	0.95
140	0.068	0.064	0.061	0.95
141	0.068	0.064	0.061	0.95
142	0.068	0.064	0.061	0.95
143	0.068	0.064	0.061	0.95
144	0.068	0.064	0.061	0.95
145	0.068	0.064	0.061	0.95
146	0.068	0.064	0.061	0.95
147	0.068	0.064	0.061	0.95
